feature	partner	model_id
CHD8	PABPN1	SIDM00741
DEDD	COPA	SIDM00741
LRRC52	PPOX	SIDM00741
MACF1	AKT3	SIDM00741
MACF1	DEDD	SIDM00741
MACF1	SDCCAG8	SIDM00741
MAP2	UNC80	SIDM00741
MARK3	KLC1	SIDM00741
MYCL	AKT3	SIDM00741
PBX1	MGST3	SIDM00741
PBX1	TSNAX-DISC1	SIDM00741
PPIE	COPA	SIDM00741
PPP4R3B	CCDC88A	SIDM00741
RHOXF2B	NIPBL	SIDM00741
SCNN1B	UBFD1	SIDM00741
SDCCAG8	AKT3	SIDM00741
SDCCAG8	MACF1	SIDM00741
TBC1D5	ANKRD28	SIDM00741
TSNAX-DISC1	TRIT1	SIDM00741
ZNF277	ARHGAP12	SIDM00741
ZNF75D	HPRT1	SIDM00741
CC2D2A	CPEB2	SIDM00742
CDH3	CDH1	SIDM00742
FMNL1	WIPF2	SIDM00742
GTF2IRD1	GTF2I	SIDM00742
IPO9	TIMM17A	SIDM00742
ITGB3BP	RCC1	SIDM00742
LINC00504	PAWR	SIDM00742
TTC26	AGAP3	SIDM00742
ZC3HAV1	AGAP3	SIDM00742
ZNF595	KPNB1	SIDM00742
ANKS1B	SLC25A3	SIDM00743
C6orf118	MAP3K4	SIDM00743
CRYZL1	PRDM15	SIDM00743
FREM2	MED29	SIDM00743
FXYD3	LDLR	SIDM00743
IGF2R	MAP7	SIDM00743
TK1	TMC6	SIDM00743
TMPRSS15	RBL1	SIDM00743
ALG14	SLC44A3-AS1	SIDM00744
C8orf88	CHMP4C	SIDM00744
CHEK2	PLA2G6	SIDM00744
CHIA	LRIG2	SIDM00744
CHORDC1	LSS	SIDM00744
CPNE2	SLC31A1	SIDM00744
DNM3	RABGAP1L	SIDM00744
ECI1	ZNFX1	SIDM00744
HEPHL1	CTDSPL2	SIDM00744
HYI	FOXJ3	SIDM00744
IQCH	LRRC28	SIDM00744
JADE3	RBMS3	SIDM00744
MCM3AP	RNF138	SIDM00744
MCTP2	PML	SIDM00744
MFSD10	LETM1	SIDM00744
PNRC2	PTGES3	SIDM00744
TP53BP1	KATNBL1	SIDM00744
TRPM1	MTMR10	SIDM00744
ERICH5	RPL30	SIDM00745
GLE1	GAPVD1	SIDM00745
NTMT1	NUP214	SIDM00745
ODF2	GAPVD1	SIDM00745
PHF5A	MKL1	SIDM00745
GRAMD1C	ATR	SIDM00746
RNF220	CASP9	SIDM00746
SCNN1G	RALGAPB	SIDM00746
SCNN1G	WFDC2	SIDM00746
APBB2	RBM47	SIDM00747
CFAP74	GNB1	SIDM00747
COQ9	LPCAT2	SIDM00747
DLG1	UBXN7	SIDM00747
EPM2A	ZNF7	SIDM00747
GPR1	NDUFS1	SIDM00747
GTSE1	GRAMD4	SIDM00747
N4BP2L2	MYCBP2	SIDM00747
PIGS	UNC119	SIDM00747
PPP6R2	SHANK3	SIDM00747
RPLP1	SUPT20H	SIDM00747
RPRD2	TARS2	SIDM00747
SMARCAD1	PDLIM5	SIDM00747
SNAP29	CRKL	SIDM00747
SUPT20H	RPLP1	SIDM00747
TSPAN1	SLC2A1	SIDM00747
ANAPC10	INPP4B	SIDM00748
ANK1	NSD3	SIDM00748
FGD4	CHFR	SIDM00748
KCNU1	ANK1	SIDM00748
AK7	PAPOLA	SIDM00749
CAPZB	EMC1	SIDM00749
CNBD2	EPB41L1	SIDM00749
FAF1	AGBL4	SIDM00749
FKBP4	TULP3	SIDM00749
HK2	POLE4	SIDM00749
HMGN5	BRWD3	SIDM00749
MECP2	BCAP31	SIDM00749
MECP2	NAA10	SIDM00749
NR2C2	NEGR1	SIDM00749
RNF169	PPFIA1	SIDM00749
SENP6	MYO6	SIDM00749
SHANK2	MACROD2	SIDM00749
SNED1	FARP2	SIDM00749
SSU72	DVL1	SIDM00749
SUFU	WBP1L	SIDM00749
TBX10	UVRAG	SIDM00749
TMEM59	YIPF1	SIDM00749
ACBD7	MINDY3	SIDM00750
ADK	LRMDA	SIDM00750
ENPEP	SNX29P1	SIDM00750
NMT2	ENPEP	SIDM00750
NSMCE2	SQLE	SIDM00750
PROS2P	ACBD7	SIDM00750
TMEM184A	INTS1	SIDM00750
ZNF300P1	CSNK1A1	SIDM00750
ARHGAP32	PITPNM2	SIDM00751
LHFPL2	AP3B1	SIDM00751
MGAT5	RAB3GAP1	SIDM00751
PIK3R1	NUDT4	SIDM00751
SMIM23	EEA1	SIDM00751
ARSI	ATOX1	SIDM00753
CAMK2A	ATOX1	SIDM00753
CSRNP3	GRB14	SIDM00753
FAM102A	DPM2	SIDM00753
IFIH1	GRB14	SIDM00753
MED29	PLEKHG2	SIDM00753
MTUS1	PBK	SIDM00753
PKHD1	ELOVL5	SIDM00753
FHIT	TTC3	SIDM00754
KANSL3	TEAD1	SIDM00754
TSNARE1	ADNP	SIDM00754
ANXA4	GMCL1	SIDM00755
NUDT7	WWOX	SIDM00755
PGD	PEX14	SIDM00755
RFXANK	ZNF486	SIDM00755
TMEM132B	C12orf66	SIDM00755
TXNDC17	CHRNB1	SIDM00755
TXNRD1	CHST11	SIDM00755
VPS4A	NFAT5	SIDM00755
DZIP1	TROVE2	SIDM00756
LINC01035	TMCO3	SIDM00756
ODR4	C1orf21	SIDM00756
PPP5D1	FAM222B	SIDM00756
UBAC2	CACYBP	SIDM00756
ADAMTS20	PHF2	SIDM00758
AKAP6	FOXN3	SIDM00758
AOAH	SKAP2	SIDM00758
AP2A2	UBE2E1	SIDM00758
ARPC1A	BUD31	SIDM00758
C12orf56	CAND1	SIDM00758
CA10	LRRC1	SIDM00758
CAV2	FAM3C	SIDM00758
CCDC40	SLC26A11	SIDM00758
CFTR	ATXN7L1	SIDM00758
COMMD5	ARHGAP39	SIDM00758
CXorf57	PRPS1	SIDM00758
DDX10	PDGFD	SIDM00758
DPP6	PAXIP1	SIDM00758
DYRK2	CTDSP2	SIDM00758
ETFRF1	TLE1	SIDM00758
FAM3C	NDUFA5	SIDM00758
GAL3ST1	TBC1D10A	SIDM00758
GNLY	ATOH8	SIDM00758
GSTA9P	PCMTD1	SIDM00758
ISG15	AGRN	SIDM00758
KLF5	PIK3C2B	SIDM00758
LTA	FOXP2	SIDM00758
MPTX1	KIRREL1	SIDM00758
NMBR	HBS1L	SIDM00758
PHACTR1	WWC1	SIDM00758
PHF14	MPP6	SIDM00758
PLEKHM3	METTL21A	SIDM00758
R3HCC1L	AP3D1	SIDM00758
RABL3	HGD	SIDM00758
S100A2	ZKSCAN5	SIDM00758
SAP130	WDR33	SIDM00758
SHC3	UBQLN1	SIDM00758
SLC2A13	ADAMTS20	SIDM00758
STEAP1	KRIT1	SIDM00758
TRRAP	ARPC1A	SIDM00758
ZGLP1	DNMT1	SIDM00758
CD99L2	MAMLD1	SIDM00759
ESRRB	MARK4	SIDM00759
SLC24A4	PAK4	SIDM00759
AGBL4	FAF1	SIDM00760
BMP8B	SMAP2	SIDM00760
CCDC102B	NETO1	SIDM00760
CFAP221	PTPN4	SIDM00760
COL9A2	RLF	SIDM00760
HPCAL4	CAP1	SIDM00760
KIF5C	LYPD6B	SIDM00760
MN1	TTC28	SIDM00760
MYCL	RLF	SIDM00760
MYCL	SMAP2	SIDM00760
PPIE	PPT1	SIDM00760
PPIE	RLF	SIDM00760
PPT1	RLF	SIDM00760
PPT1	TRIT1	SIDM00760
RBM27	TCERG1	SIDM00760
RIMS3	NT5C1A	SIDM00760
RIMS3	TRIT1	SIDM00760
TRIT1	COL9A2	SIDM00760
TRIT1	RLF	SIDM00760
FGF23	RECQL	SIDM00761
FOXRED2	MYH9	SIDM00761
NET1	FAM208B	SIDM00761
SMURF2	CEP95	SIDM00761
APBB2	RBM47	SIDM00762
ADAMTS7	SNRPA1	SIDM00763
BCAS3	SLC23A2	SIDM00763
C8orf33	ZNF7	SIDM00763
CAMK2G	RPS24	SIDM00763
FAM171A2	OSBPL7	SIDM00763
RMDN2	CUL3	SIDM00763
TCF20	NEGR1	SIDM00763
VMP1	RPS6KB1	SIDM00763
RGS4	UAP1	SIDM00766
SLC35A1	TSHZ2	SIDM00766
SRRM2-AS1	CREBBP	SIDM00766
AEBP2	PLEKHA5	SIDM00767
AFF3	UBXN2A	SIDM00767
C12orf45	C12orf75	SIDM00767
GNG3	TAF6L	SIDM00767
TNPO2	MAN2B1	SIDM00767
TOM1L1	BICRA	SIDM00767
ADD1	POLN	SIDM00768
LRRC37A3	SMURF2	SIDM00768
FADS2P1	SYNE2	SIDM00769
FCHSD2	NARS2	SIDM00769
KCTD1	ZBTB24	SIDM00769
LATS1	PCMT1	SIDM00769
P2RY2	LAMTOR1	SIDM00769
SAMD4A	LIN52	SIDM00769
TOM1	UBAP2	SIDM00769
BEND5	SMAP2	SIDM00770
BEND5	ZFP69B	SIDM00770
CDH1	NFATC3	SIDM00770
FILIP1L	MARCH6	SIDM00770
LINC00911	SEL1L	SIDM00770
NEGR1	LTBP1	SIDM00770
P3H1	C1orf50	SIDM00770
PTPN22	SOX5	SIDM00770
SLC30A7	ITPR2	SIDM00770
SLC35A1	TSHZ2	SIDM00770
SOX5	ITPR2	SIDM00770
SOX5	PKN2	SIDM00770
UCN3	FAM208B	SIDM00770
ZCCHC4	SCFD2	SIDM00770
ZFP69B	AGBL4	SIDM00770
ZFP69B	BEND5	SIDM00770
CASC11	PVT1	SIDM00771
CUL2	PARD3	SIDM00771
DCLK2	DMD	SIDM00771
LINC00824	MIR1204	SIDM00771
LINC00824	PVT1	SIDM00771
MMRN1	CCSER1	SIDM00771
MSRB3	SRGAP1	SIDM00771
NFE2	R3HDM2	SIDM00771
PHKB	INPP4B	SIDM00771
SOS1	SRSF7	SIDM00771
TMEM117	CAPRIN2	SIDM00771
TSPAN1	TRAF2	SIDM00771
BCAS3	BRIP1	SIDM00772
BRIP1	POLDIP2	SIDM00772
ICA1	RCC1	SIDM00772
MED13	GRB7	SIDM00772
NLK	USP32	SIDM00772
NOTCH1	SEC16A	SIDM00772
PGAP3	GRB7	SIDM00772
PPM1D	PGAP3	SIDM00772
RAB37	TMEM104	SIDM00772
RPS6KB1	INTS2	SIDM00772
SLC39A1	DENND4B	SIDM00772
USP32	SSH2	SIDM00772
VMP1	INTS2	SIDM00772
ZNF652	INTS2	SIDM00772
ADGRB1	PPP1R16A	SIDM00774
AGO3	THRAP3	SIDM00774
AGXT2	PRLR	SIDM00774
ARSB	LHFPL2	SIDM00774
ATP8B2	IL6R	SIDM00774
BRPF3	NUDT3	SIDM00774
CCS	C11orf80	SIDM00774
CDH26	MIR646HG	SIDM00774
GPBP1	NAP1L4	SIDM00774
JAG2	CDCA4	SIDM00774
KEAP1	DNMT1	SIDM00774
LMF1	AXIN1	SIDM00774
MICU1	ASCC1	SIDM00774
NCALD	GRHL2	SIDM00774
NRDC	TTC39A	SIDM00774
OCIAD2	FRYL	SIDM00774
OVOL2	RRBP1	SIDM00774
PACS1	RBM14	SIDM00774
PDE8B	GMDS	SIDM00774
PLPP7	PRRC2B	SIDM00774
PPP1R1B	PSMD3	SIDM00774
PSD3	EZH2	SIDM00774
PXYLP1	RASA2	SIDM00774
RBM6	GNAI2	SIDM00774
SLC31A2	RGS3	SIDM00774
SLC7A6	PRMT7	SIDM00774
SPINDOC	NAA40	SIDM00774
TANGO2	RANBP1	SIDM00774
TMEM35A	CENPI	SIDM00774
TOGARAM2	PSPC1	SIDM00774
TUBB3	RAB11FIP3	SIDM00774
VPS13D	CORO7	SIDM00774
ZNF670	SMYD3	SIDM00774
CEP85L	MTHFD1L	SIDM00776
APP	LTN1	SIDM00777
TCF7L2	VTI1A	SIDM00777
ADCY1	POLR2J4	SIDM00778
ATE1	MTSS1	SIDM00779
ATP10A	UBE3A	SIDM00779
COL14A1	FGFR2	SIDM00779
COL14A1	MTSS1	SIDM00779
COL14A1	TRIB1	SIDM00779
CXorf40A	IDS	SIDM00779
DEPTOR	TATDN1	SIDM00779
MRPL13	FGFR2	SIDM00779
MRPL13	PVT1	SIDM00779
NLRP9	UBE2S	SIDM00779
PDE6G	NPLOC4	SIDM00779
PM20D1	NUCKS1	SIDM00779
ZNF331	ZNF580	SIDM00779
C2orf66	GTF3C3	SIDM00781
PRKCZ	C1orf159	SIDM00781
ELP6	PTPN23	SIDM00782
EZH2	MECOM	SIDM00782
HUNK	PRPF6	SIDM00782
PTPN23	ELP6	SIDM00782
AP3S1	COMMD10	SIDM00783
MAVS	PANK2	SIDM00783
MBTD1	SPAG9	SIDM00783
OSBPL2	LAMA5	SIDM00783
WASHC3	GNPTAB	SIDM00783
FGFR1	FGFR1OP2	SIDM00785
STAG2	GRIA3	SIDM00785
TFEC	ST7	SIDM00785
C16orf96	MGRN1	SIDM00789
CASC21	CCAT1	SIDM00789
CASC8	CCAT1	SIDM00789
FRK	NT5DC1	SIDM00789
GPI	UBA2	SIDM00789
LYPD5	PLAUR	SIDM00789
NT5DC1	FRK	SIDM00789
NT5DC3	NT5DC3	SIDM00789
NUP85	GGA3	SIDM00789
RBM4B	PRMT3	SIDM00789
SPINT1	NCOA3	SIDM00789
UTP18	MBTD1	SIDM00789
ABL1	BCR	SIDM00791
CDC16	UPF3A	SIDM00791
DOCK4	IMMP2L	SIDM00791
KCNIP2	ARMH3	SIDM00791
ORC6	C16orf87	SIDM00791
SLC44A4	BAG6	SIDM00791
XKR3	NUP214	SIDM00791
BTBD1	EFL1	SIDM00792
CD226	DOK6	SIDM00792
CXADR	KIAA1109	SIDM00792
ESPL1	PPHLN1	SIDM00792
IQGAP3	ARHGEF2	SIDM00792
PADI6	ARHGEF10L	SIDM00792
POLI	C18orf54	SIDM00792
RGS5	TIMM17A	SIDM00792
SLC35A1	TSHZ2	SIDM00792
TEK	MTAP	SIDM00792
UQCR10	C1orf194	SIDM00792
WDR59	GLG1	SIDM00792
ZNF595	SYNJ1	SIDM00792
ZNF706	YWHAZ	SIDM00792
DEPDC5	DRG1	SIDM00793
ERG	EWSR1	SIDM00793
MACROD2	NDUFAF5	SIDM00793
CCDC196	GPHN	SIDM00794
CLK4	ADAMTS2	SIDM00794
GLYR1	ADCY9	SIDM00794
PANK2	MIR205HG	SIDM00794
SLC35A1	TSHZ2	SIDM00794
BLMH	DYNC1LI2	SIDM00795
COG4	ST3GAL2	SIDM00795
EP300	L3MBTL2	SIDM00795
KLHL31	ELOVL5	SIDM00795
MIR137HG	DPYD	SIDM00795
PRKCH	HIF1A	SIDM00795
RTN4	AHCY	SIDM00795
SLC39A11	LINC00511	SIDM00795
RICTOR	MYO10	SIDM00796
VPS13B	CNOT7	SIDM00796
DNAJB1	GIPC1	SIDM00797
DNASE2	NFIX	SIDM00797
JSRP1	AP3D1	SIDM00797
PALM	GNG7	SIDM00797
SUPT6H	NEK8	SIDM00797
PIGX	PAK2	SIDM00798
AKAP6	LARS	SIDM00799
ARHGAP17	CNOT1	SIDM00799
CBFB	ABL1	SIDM00799
CCL17	C7orf50	SIDM00799
CFAP77	DHX38	SIDM00799
COX10-AS1	PAFAH1B1	SIDM00799
CPNE2	MAD1L1	SIDM00799
EEF2K	SDK1	SIDM00799
EHMT2	VARS	SIDM00799
ELMSAN1	DCAF12	SIDM00799
FUK	CBFB	SIDM00799
GINS3	ABL1	SIDM00799
IL34	SNTB2	SIDM00799
IQCE	NFAT5	SIDM00799
MAFK	CPNE2	SIDM00799
NMT1	DBF4B	SIDM00799
PALB2	MOSMO	SIDM00799
RADIL	PMFBP1	SIDM00799
RAPGEF1	FAM20C	SIDM00799
RNF130	ADAMTS2	SIDM00799
SLC6A2	USB1	SIDM00799
TNRC6A	SETX	SIDM00799
ZDHHC1	ADGRG1	SIDM00799
CCDC30	YBX1	SIDM00801
JMJD6	RPTOR	SIDM00801
TRNAU1AP	RNF115	SIDM00803
C10orf91	INPP5A	SIDM00806
CABP7	MTMR3	SIDM00806
CCDC84	PAFAH1B2	SIDM00806
EPHA5	TTC3	SIDM00806
FMNL2	DPYSL3	SIDM00806
FOXR1	PAFAH1B2	SIDM00806
FSHR	TTC7A	SIDM00806
IL10RA	UBASH3B	SIDM00806
MET	EXOC2	SIDM00806
STARD4-AS1	HIPK2	SIDM00806
AMPH	ELMO1	SIDM00809
KHDC1	SENP6	SIDM00809
NUTM1	BRD4	SIDM00809
ARHGAP28	LPIN2	SIDM00810
BCHE	LINC01322	SIDM00810
C20orf196	PRR11	SIDM00810
CNTN5	MRE11	SIDM00810
DLGAP1	MYOM1	SIDM00810
GNAL	PIEZO2	SIDM00810
KATNA1	PPIL4	SIDM00810
KCNK2	KCTD3	SIDM00810
KLHL20	RABGAP1L	SIDM00810
KNTC1	LPP	SIDM00810
RNMT	PSMG2	SIDM00810
SLC43A2	MYO1C	SIDM00810
SPIRE1	AFG3L2	SIDM00810
SRRM1	CLIC4	SIDM00810
TESMIN	NADSYN1	SIDM00810
CA3	POMK	SIDM00812
CASC8	CCAT1	SIDM00812
QKI	WDR27	SIDM00812
SRPK1	HDDC2	SIDM00812
WDR27	QKI	SIDM00812
ADGRG6	AIG1	SIDM00814
ENTPD5	NUMB	SIDM00814
IKZF2	ERBB4	SIDM00814
LAMC1	CEP350	SIDM00814
ABLIM2	AFAP1	SIDM00815
ACTR6	RAF1	SIDM00815
ALPK3	SMIM14	SIDM00815
CPPED1	SMG1P3	SIDM00815
FOLR2	SH2B1	SIDM00815
HIPK2	KLRG2	SIDM00815
NCEH1	TNFSF10	SIDM00815
NETO2	TOPBP1	SIDM00815
TECPR2	TRAF3	SIDM00815
TEX264	DNAH1	SIDM00815
TOPBP1	NETO2	SIDM00815
WDR92	RNF121	SIDM00815
AKT3	SMYD3	SIDM00816
CBFB	C16orf70	SIDM00816
DLG2	TFG	SIDM00816
KBTBD11	CPSF6	SIDM00816
PABPC1L	STK4	SIDM00816
UBC	NCOR2	SIDM00816
PKHD1	TMEM14A	SIDM00817
RANBP17	SNED1	SIDM00817
LINC01225	LINC00511	SIDM00818
TTC27	BIRC6	SIDM00818
MOCOS	FHOD3	SIDM00820
UBE2D2	RCC1	SIDM00820
HIF3A	C19orf12	SIDM00821
MYL1	TRIM14	SIDM00821
NCK2	LYPD6	SIDM00821
NIPSNAP3B	FANCC	SIDM00821
NUCB1	SLC44A1	SIDM00821
UBE2D2	RCC1	SIDM00821
C16orf47	ZFHX3	SIDM00826
HLA-DRB1	LONP1	SIDM00826
RNF166	MVD	SIDM00826
SSR2	ADAR	SIDM00826
PLCG2	CYFIP2	SIDM00829
AP3D1	CRKL	SIDM00831
LINC01191	CCDC93	SIDM00831
RAD51B	SUSD6	SIDM00831
P2RY8	ASMTL	SIDM00832
PTGER3	ANKRD13C	SIDM00833
RAB1A	SPRED2	SIDM00833
RAD54B	RBM12B	SIDM00833
ANKRD40	LRRC59	SIDM00834
CDC25B	MAVS	SIDM00834
LIPE-AS1	VRK3	SIDM00834
LRR1	RPL36AL	SIDM00834
RPL36AL	LRR1	SIDM00834
SNTG1	ATP5F1A	SIDM00834
TNKS2	BTAF1	SIDM00834
VRK3	ARHGAP35	SIDM00834
SMC2	ZNF462	SIDM00835
ICA1	RCC1	SIDM00837
UBC	NCOR2	SIDM00837
DSG4	DSG3	SIDM00839
TRIM69	EIF3J	SIDM00839
PDE8A	AKAP13	SIDM00841
ZNF346	NSD1	SIDM00841
ASAH1	MTUS1	SIDM00842
CASC21	CASC11	SIDM00842
CCDC175	SRP54	SIDM00842
CDK10	TCF25	SIDM00842
CDX2	PHF8	SIDM00842
GOLPH3L	ANP32E	SIDM00842
GOLPH3L	RPRD2	SIDM00842
INIP	NEK6	SIDM00842
LBP	RALGAPB	SIDM00842
LRRC23	ATN1	SIDM00842
MYC	PVT1	SIDM00842
NKD1	CYLD	SIDM00842
PATJ	RCC1	SIDM00842
PGM5	PIP5K1B	SIDM00842
PVT1	FAM84B	SIDM00842
RPL24	SENP7	SIDM00842
SIRT6	EEF2	SIDM00842
SNAP25-AS1	PAK5	SIDM00842
TYW1	KCTD7	SIDM00842
UGGT1	AAK1	SIDM00842
URAD	PHF8	SIDM00842
CASC11	IGHG1	SIDM00844
CASC11	IGHG3	SIDM00844
CASC11	IGHJ2	SIDM00844
CASC11	IGHJ3	SIDM00844
IGHM	IGHV3-74	SIDM00845
ARRB1	TRIM44	SIDM00846
C11orf49	HNRNPUL2	SIDM00846
CA5A	SLC7A5	SIDM00846
CASC8	CCAT1	SIDM00846
FOXR1	PAFAH1B2	SIDM00846
GANAB	B3GAT3	SIDM00846
MEI1	SREBF2	SIDM00846
PKP1	NAV1	SIDM00846
SESTD1	SLC39A10	SIDM00846
SLC35G2	NCK1	SIDM00846
TMEM109	TMEM132A	SIDM00846
ARID1A	DAPK2	SIDM00847
CCAR1	DDX50	SIDM00847
COG6	SPART	SIDM00847
DAPL1	TANC1	SIDM00847
FSD1	LRP11	SIDM00847
KCNJ6	DSCR4	SIDM00847
PDE4DIP	E2F5	SIDM00847
RYR1	PAK4	SIDM00847
TMEM132C	LRP3	SIDM00847
TMIGD2	SPATA5L1	SIDM00847
UBE4B	KIF1B	SIDM00847
CHRDL2	SUPT20H	SIDM00848
FLI1	EWSR1	SIDM00848
SPG7	LINC00221	SIDM00848
RGMB	GBE1	SIDM00849
MERTK	TMEM87B	SIDM00850
PGAM1	ZDHHC16	SIDM00850
SRPK2	PUS7	SIDM00850
TANGO6	SLC7A6	SIDM00850
HM13	TPX2	SIDM00852
HMCN1	ACOT7	SIDM00852
MEIOC	MAP2K2	SIDM00852
SLC38A10	CCDC57	SIDM00852
TMEM120B	MARS	SIDM00852
COMT	UBE2L3	SIDM00853
C1orf109	CEP85	SIDM00854
CASC11	IGHG1	SIDM00854
CYTIP	ACVR1	SIDM00857
HACD3	RAB11A	SIDM00857
HERC2	OCA2	SIDM00857
PDE4C	CDC37	SIDM00857
PLEKHF1	KDM4B	SIDM00857
SIRT6	ZNF699	SIDM00857
TARM1	SIRT6	SIDM00857
ACSS3	SRGAP1	SIDM00858
ADGRG4	HEPH	SIDM00858
AP3S2	ANPEP	SIDM00858
BCL2L1	HM13	SIDM00858
CHST12	COL22A1	SIDM00858
COPG1	ISY1	SIDM00858
COX10	TBC1D30	SIDM00858
CTSB	FDFT1	SIDM00858
DISC1FP1	CTTN	SIDM00858
ECE1	COL5A1	SIDM00858
FAM19A2	ME3	SIDM00858
FER1L6	COX10	SIDM00858
GFM1	DOCK1	SIDM00858
GLCCI1	SDK1	SIDM00858
KIFC3	DAXX	SIDM00858
MDM1	WASHC5	SIDM00858
MSRB3	FAM49B	SIDM00858
NXPE2	KIF3B	SIDM00858
PRSS23	TMEM135	SIDM00858
RXYLT1	GRM5-AS1	SIDM00858
SIMC1	NIPBL	SIDM00858
TBK1	MSRB3	SIDM00858
TG	ASAP1	SIDM00858
TMEM132B	MED13L	SIDM00858
TVP23C	MDM2	SIDM00858
ZFC3H1	GNS	SIDM00858
ZFPM2-AS1	ZFPM2	SIDM00858
TVP23A	ZC3H7A	SIDM00859
ARHGAP6	HUWE1	SIDM00860
AVL9	DPY19L1P1	SIDM00860
CYTH1	LGALS3BP	SIDM00860
DMTF1	TDRD3	SIDM00860
EIF3L	MICALL1	SIDM00860
KIAA1324L	DIAPH3	SIDM00860
MLKL	RFWD3	SIDM00860
NCOA7	HINT3	SIDM00860
NUCB1	GSK3A	SIDM00860
PDK3	MECP2	SIDM00860
PFKFB1	PHF8	SIDM00860
PPM1L	CHKA	SIDM00860
RNA28S5	SLC38A10	SIDM00860
SCAMP4	CSNK1G2	SIDM00860
SLC37A1	MRPS6	SIDM00860
TRERF1	C6orf132	SIDM00860
VMP1	TUBD1	SIDM00860
ARHGAP42	GDPD5	SIDM00861
CHKA	ACER3	SIDM00861
CNTN5	NELFA	SIDM00861
JRKL	FAM76B	SIDM00861
MAML2	YAP1	SIDM00861
MYEOV	ARHGAP42	SIDM00861
MYEOV	FAM53A	SIDM00861
SMOC2	ZNF738	SIDM00861
HNRNPH1	RBBP8	SIDM00863
ITGB3BP	RCC1	SIDM00863
ADAMTS19	HSD17B4	SIDM00864
ANKRD30B	VPS35L	SIDM00864
ANP32B	NANS	SIDM00864
CCER1	ASCC1	SIDM00864
CGA	CAMSAP1	SIDM00864
MINDY3	CCT2	SIDM00864
PACSIN1	GMDS	SIDM00864
PCSK5	RAVER2	SIDM00864
RPS6KB1	VMP1	SIDM00864
SEMA5A	PAPD7	SIDM00864
SLC35A1	TSHZ2	SIDM00864
C6orf89	ZFAND3	SIDM00865
CCDC9B	GABPB1	SIDM00865
FARP2	BOK	SIDM00865
HCFC1	ARHGAP4	SIDM00865
ITIH5	SFMBT2	SIDM00865
KLHDC4	JPH3	SIDM00865
LDAH	HS1BP3	SIDM00865
PLEKHA2	ADAM9	SIDM00865
SIL1	FAM13B	SIDM00865
TMEM115	HYAL2	SIDM00865
ELF3	PPP1R12B	SIDM00866
GRIP1	TMBIM4	SIDM00866
HECW1	HELZ	SIDM00866
HEXA	MYO9A	SIDM00866
HM13	TMEM241	SIDM00866
INF2	MTA1	SIDM00866
LGR6	PPP1R12B	SIDM00866
MTMR14	FANCD2	SIDM00866
RAB6A	FAM168A	SIDM00866
RIPOR2	MIPEP	SIDM00866
RMDN2	LINC00511	SIDM00866
ANO10	RBMS3	SIDM00867
CARD8	ZNF415	SIDM00867
CRMP1	EVC	SIDM00867
RBMS3	ANO10	SIDM00867
SULT2B1	ZNF83	SIDM00867
VIRMA	RAD54B	SIDM00867
AGT	ZNF670	SIDM00870
AGT	ZNF670-ZNF695	SIDM00870
C6orf106	NUDT3	SIDM00870
CABIN1	MTMR1	SIDM00870
CARD8	CATSPERG	SIDM00870
CXCL17	ZNF526	SIDM00870
GGA1	TRIOBP	SIDM00870
HRAS	FYCO1	SIDM00870
MBTD1	GOSR1	SIDM00870
MRC2	GBF1	SIDM00870
NAP1L1	OSBPL8	SIDM00870
NEBL	PHF8	SIDM00870
PCTP	ANKRD13B	SIDM00870
PLB1	PPP1CB	SIDM00870
SDHA	PDCD6	SIDM00870
SLC9A3R1	TMEM104	SIDM00870
SNF8	FBXL20	SIDM00870
SRCIN1	SPOP	SIDM00870
STARD3	SLC25A51	SIDM00870
TDRD12	ZNF256	SIDM00870
TP53I13	SPAG9	SIDM00870
ZNF8	ZNF571	SIDM00870
ANKS1B	UHRF1BP1L	SIDM00872
ARL14EPL	NDUFC1	SIDM00872
ATXN7L1	PUS7	SIDM00872
CEP72	EXT1	SIDM00872
FAM212A	RBM6	SIDM00872
HLCS	BRWD1	SIDM00872
KHDC4	GON4L	SIDM00872
LINC00511	CCDC57	SIDM00872
LINC00992	EIF3E	SIDM00872
NCOA7	TRMT11	SIDM00872
NDUFC1	CAMK4	SIDM00872
NOP58	STRADB	SIDM00872
ORC4	GALNT7	SIDM00872
PCAT2	OXR1	SIDM00872
POU2F2	SIPA1L3	SIDM00872
PRKAR1B	INTS1	SIDM00872
PVT1	GSDMC	SIDM00872
PWWP2B	INPP5A	SIDM00872
SAMD12	PHF20L1	SIDM00872
VPS16	ATRN	SIDM00872
EHF	NFIA	SIDM00874
SCAF11	RNF121	SIDM00874
AHCY	TAX1BP1	SIDM00875
ARVCF	HIRA	SIDM00875
CAPN1	POLA2	SIDM00875
CEP112	SMURF2	SIDM00875
COX4I2	TPX2	SIDM00875
CWC22	WNK1	SIDM00875
DPYSL5	BABAM2	SIDM00875
DRD4	CD151	SIDM00875
ERBB3	ZC3H7B	SIDM00875
GPC3	HS6ST2	SIDM00875
LPXN	PTPRJ	SIDM00875
MCC	REEP5	SIDM00875
NCKAP5	GPR39	SIDM00875
PADI6	ARHGEF10L	SIDM00875
PKD1L1	RIF1	SIDM00875
PVR	PPP1R13L	SIDM00875
SBF2	GALNT18	SIDM00875
SEZ6	FAM222B	SIDM00875
SIPA1L3	ZNF649	SIDM00875
SMYD4	RPA1	SIDM00875
