broad	ccle_name	sanger	alt_ccle	alt_broad
ACH-001526	HUO9_BONE	SIDM00599		
ACH-001528	IHH4_THYROID	SIDM00600		
ACH-001529	JAR_PLACENTA	SIDM01039		
ACH-001530	JEG3_PLACENTA	SIDM01218		
ACH-001532	JMURTK2_SOFT_TISSUE	SIDM01586		
ACH-001536	KKU100_BILIARY_TRACT	SIDM01579		
ACH-001538	KKU213_BILIARY_TRACT			
ACH-001539	KML1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE			
ACH-001540	KMLS1_SOFT_TISSUE			
ACH-001541	KMS28PE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE			
ACH-001542	KON_UPPER_AERODIGESTIVE_TRACT	SIDM00604		
ACH-001543	KOSC2CL343_UPPER_AERODIGESTIVE_TRACT			
ACH-001544	KYAE1_OESOPHAGUS	SIDM00530		
ACH-001546	LIM1215_LARGE_INTESTINE	SIDM00014		
ACH-001548	LS_AUTONOMIC_GANGLIA			
ACH-001549	LU135_LUNG	SIDM00294		
ACH-001550	MCC13_SKIN	SIDM00007		
ACH-001551	MCC142_SKIN	SIDM01360		
ACH-001552	MCC26_SKIN	SIDM00006		
ACH-001554	MEL202_EYE	SIDM01357	MEL202_UVEA	
ACH-001555	MERO14_PLEURA			
ACH-001556	MERO25_PLEURA			
ACH-001557	MERO41_PLEURA			
ACH-001558	MERO48A_PLEURA			
ACH-001559	MERO82_PLEURA			
ACH-001560	MERO83_PLEURA			
ACH-001561	MERO84_PLEURA			
ACH-001562	MERO95_PLEURA			
ACH-001563	MM127_SKIN	SIDM01356		
ACH-001566	MM370_SKIN	SIDM01355		
ACH-001567	MM383_SKIN	SIDM01362		
ACH-001568	MM386_SKIN	SIDM01373		
ACH-001569	MM415_SKIN			
ACH-001570	MM426_SKIN	SIDM01382		
ACH-001573	MOLM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE			
ACH-001574	MOLM14_HAEMATOPOIETIC_AND_LYMPHOID	SIDM00436		
ACH-001577	MUTZ8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE			
ACH-001578	NCCIT_TESTIS	SIDM00655		
ACH-001591	NCIH1417_LUNG	SIDM00642		
ACH-001599	NCIH64_LUNG	SIDM01126		
ACH-001603	NH12_AUTONOMIC_GANGLIA	SIDM00577		
ACH-001605	NO10_CENTRAL_NERVOUS_SYSTEM	SIDM00574		
ACH-001606	NO11_CENTRAL_NERVOUS_SYSTEM	SIDM00573		
ACH-001607	NOZ_LIVER			
ACH-001608	NP2_CENTRAL_NERVOUS_SYSTEM			
ACH-001609	NP3_CENTRAL_NERVOUS_SYSTEM			
ACH-001610	NP5_CENTRAL_NERVOUS_SYSTEM			
ACH-001611	NP8_CENTRAL_NERVOUS_SYSTEM	SIDM01381		
ACH-001613	OCIAML4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE			
ACH-001616	OCILY18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE			
ACH-001617	OCILY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00459		
ACH-001618	OCIM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE			
ACH-001619	OCUG1_BILIARY_TRACT			
ACH-001622	ONDA7_CENTRAL_NERVOUS_SYSTEM			
ACH-001623	ONDA8_CENTRAL_NERVOUS_SYSTEM			
ACH-001624	ONDA9_CENTRAL_NERVOUS_SYSTEM			
ACH-001625	OSC19_UPPER_AERODIGESTIVE_TRACT	SIDM00566		
ACH-001626	OSC20_UPPER_AERODIGESTIVE_TRACT	SIDM00565		
ACH-001627	P4E6_PROSTATE			
ACH-001628	PEA1_OVARY	SIDM01426		
ACH-001629		SIDM01425		
ACH-001630	PEO1_OVARY	SIDM00472		
ACH-001632	PEO4_OVARY	SIDM00471		
ACH-001633	PEO6_OVARY	SIDM00470		
ACH-001634	PGA1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE			
ACH-001636	RAMOS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM01094		
ACH-001638	RCK8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00448		
ACH-001639	ROS50_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00415		
ACH-001641	SAT_UPPER_AERODIGESTIVE_TRACT	SIDM00350		
ACH-001642	SCC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00384		
ACH-001643	SCCH196_SOFT_TISSUE	SIDM00031		
ACH-001645	SEKI_SKIN	SIDM01344		
ACH-001647	SHI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE			
ACH-001648	SHMAC4_PROSTATE			
ACH-001649	SHMAC5_PROSTATE			
ACH-001650	SISO_CERVIX	SIDM00394		
ACH-001651	SKGI_ENDOMETRIUM			
ACH-001652	SKGII_ENDOMETRIUM			
ACH-001653	SKGT2_STOMACH	SIDM00393		
ACH-001654	SKGT4_OESOPHAGUS	SIDM00483		
ACH-001655	SKN_ENDOMETRIUM	SIDM00377		
ACH-001656	SKNO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE			
ACH-001664	SNU638_STOMACH	SIDM01769		
ACH-001668	SUSA_TESTIS			
ACH-001669	TANOUE_HAEMATOPOIETIC_AND_LYMPHOID	SIDM00288		
ACH-001670	TASK1_CENTRAL_NERVOUS_SYSTEM	SIDM00026		
ACH-001672	TERA2_SOFT_TISSUE	SIDM01142		
ACH-001673	TFK1_BILIARY_TRACT	SIDM01462		
ACH-001674	TGW_AUTONOMIC_GANGLIA	SIDM00324		
ACH-001677	U2904_HAEMATOPOIETIC_AND_LYMPHOID	SIDM01417	U2904_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
ACH-001680	U698M_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00424		
ACH-001685	UHO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE			
ACH-001687	UMRC3_KIDNEY			
ACH-001688	UMRC7_KIDNEY			
ACH-001690	UPCISCC026_UPPER_AERODIGESTIVE_TRACT			
ACH-001692	UPCISCC040_UPPER_AERODIGESTIVE_TRACT			
ACH-001694	UPCISCC074_UPPER_AERODIGESTIVE_TRACT			
ACH-001698	UPCISCC116_UPPER_AERODIGESTIVE_TRACT			
ACH-001699	UPCISCC131_UPPER_AERODIGESTIVE_TRACT			
ACH-001702	VAESBJ_SOFT_TISSUE	SIDM01179		
ACH-001703	VAL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00416		
ACH-001704	VMRCMELG_SKIN	SIDM00319		
ACH-001709	WSUNHL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00412		
ACH-001711	PFSK1_CENTRAL_NERVOUS_SYSTEM	SIDM01132		
ACH-001712	HS860T_BONE			
ACH-001715	CAL72_BONE	SIDM00930		
ACH-001716	GOTO_AUTONOMIC_GANGLIA	SIDM00544		
ACH-001719	OCIC4P_OVARY			
ACH-001735	SEMK2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM01627		
ACH-001736	HB1119_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM01428		
ACH-001737	HSB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM01558		
ACH-001738	CCRFCEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00121		
ACH-001740	RH28_SOFT_TISSUE	SIDM01333		
ACH-001741	RMS13_SOFT_TISSUE			
ACH-001743	RC2_SOFT_TISSUE			
ACH-001745	RHJT_SOFT_TISSUE	SIDM01348		
ACH-001750	TTC442_SOFT_TISSUE	SIDM01458		
ACH-001751	RH36_SOFT_TISSUE	SIDM01350		
ACH-001765	RH4_SOFT_TISSUE	SIDM01349		
ACH-001767	CCLFPEDS0018T_SOFT_TISSUE			
ACH-001786	SNU1544_LARGE_INTESTINE			
ACH-001790	RH18DM_SOFT_TISSUE			
ACH-001791	LPS6_SOFT_TISSUE			
ACH-001793	LPS27_SOFT_TISSUE			
ACH-001794	93T449_SOFT_TISSUE			
ACH-001795	94T778_SOFT_TISSUE		T778_SOFT_TISSUE	
ACH-001796	95T1000_SOFT_TISSUE			
ACH-001799	LPS141_SOFT_TISSUE			
ACH-001802	LPS853_SOFT_TISSUE			
ACH-001804	LPS510_SOFT_TISSUE			
ACH-001807	LPS067_SOFT_TISSUE			
ACH-001814	OS252_BONE			
ACH-001818	C396_BONE			
ACH-001819	MFM223_BREAST	SIDM00332		
ACH-001820	COLO824_BREAST	SIDM00954		
ACH-001825	SW527_LARGE_INTESTINE			
ACH-001827	184B5_BREAST			
ACH-001834	ICC10_BILIARY_TRACT			
ACH-001835	ICC106_BILIARY_TRACT			
ACH-001836	ICC108_BILIARY_TRACT			
ACH-001838	ICC12_BILIARY_TRACT			
ACH-001839	ICC137_BILIARY_TRACT			
ACH-001841	ICC15_BILIARY_TRACT			
ACH-001842	ICC2_BILIARY_TRACT			
ACH-001843	ICC3_BILIARY_TRACT			
ACH-001844	ICC4_BILIARY_TRACT			
ACH-001845	ICC5_BILIARY_TRACT			
ACH-001846	ICC6_BILIARY_TRACT			
ACH-001848	ICC8_BILIARY_TRACT			
ACH-001849	ICC9_BILIARY_TRACT			
ACH-001850	G415_BILIARY_TRACT			
ACH-001852	HKGZCC_BILIARY_TRACT			
ACH-001853	KMCH1_BILIARY_TRACT			
ACH-001856	RBE_BILIARY_TRACT			
ACH-001857	SG231_BILIARY_TRACT			
ACH-001858	SSP25_BILIARY_TRACT	SIDM00275		
ACH-001861	TGBC1TKB_BILIARY_TRACT	SIDM00252		
ACH-001862	TGBC52TKB_BILIARY_TRACT			
ACH-001863	TKKK_BILIARY_TRACT			
ACH-001864	YSCCC_BILIARY_TRACT			
ACH-001955	JHC7_BONE			
ACH-001956	MUGCHOR1_BONE	SIDM01427		
ACH-001957	UMCHOR1_BONE	SIDM01415		
ACH-001958	MS1_LUNG	SIDM00245		
ACH-001959	CCLP1_BILIARY_TRACT			
ACH-001960	CCSW1_BILIARY_TRACT			
ACH-001961	GB2_BILIARY_TRACT			
ACH-001991	NZOV9_OVARY			
ACH-001993	NALM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE			
ACH-001997	ECC2_BILIARY_TRACT			
ACH-001999	9505BIK_PANCREAS			
ACH-002001	A375_SKIN_CJ1_RESISTANT			
ACH-002002	A375_SKIN_CJ2_RESISTANT			
ACH-002003	A375_SKIN_CJ3_RESISTANT			
ACH-002004	UACC62_SKIN_CJ1_RESISTANT	SIDM01416		
ACH-002005	SKMEL19_SKIN	SIDM01423		
ACH-002011	MP46_UVEA			
ACH-002015	MEL285_UVEA		MEL285_EYE	
ACH-002016	MEL290_UVEA			
ACH-002017	OMM1_UVEA			
ACH-002018	OMM25_UVEA			
ACH-002019	HOKUG_CERVIX			
ACH-002020	SKGIIIA_CERVIX	SIDM00381		
ACH-002022	PMFKO14_LARGE_INTESTINE			
ACH-002023	TGBC18TKB_LARGE_INTESTINE			
ACH-002024	ECC4_LARGE_INTESTINE	SIDM00069		
ACH-002025	TT1TKB_LARGE_INTESTINE			
ACH-002026	HHUA_ENDOMETRIUM			
ACH-002027	HOUAI_ENDOMETRIUM			
ACH-002029	SAS_UPPER_AERODIGESTIVE_TRACT	SIDM00351		
ACH-002038	HSKTC_OVARY			
ACH-002039	PK8_PANCREAS			
ACH-002040	HMVII_SKIN	SIDM00291		
ACH-002041	HOTHC_THYROID			
ACH-002042	T3M5_THYROID			
ACH-002043	CA922_UPPER_AERODIGESTIVE_TRACT	SIDM00489		
ACH-002044	HSQ89_UPPER_AERODIGESTIVE_TRACT			
ACH-002045	HO1U1_UPPER_AERODIGESTIVE_TRACT	SIDM00591		
ACH-002046	HTMMT_ENDOMETRIUM			
ACH-002051	LU134A_LUNG	SIDM00296		
ACH-002052	LU139_LUNG	SIDM00293		
ACH-002058	ATN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00233		
ACH-002059	P30OHK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00364		
ACH-002062	SLVL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00374		
ACH-002066	HSSCH2_CENTRAL_NERVOUS_SYSTEM			
ACH-002067	NOS1_BONE	SIDM00242		
ACH-002069	HSOS1_BONE			
ACH-002077	LU165_LUNG	SIDM00292		
ACH-002083	NB69_AUTONOMIC_GANGLIA	SIDM00244		
ACH-002085	HSSYII_LUNG			
ACH-002089	201T_LUNG	SIDM00055		
ACH-002090	BB65RCC_KIDNEY	SIDM00191		
ACH-002091	CAL39_VULVA	SIDM00935		
ACH-002092	CHSA0011_BONE	SIDM00051		
ACH-002093	CHSA0108_BONE	SIDM00050		
ACH-002094	CHSA8926_BONE	SIDM00176		
ACH-002095	CORL303_LUNG	SIDM00510		
ACH-002096	CP50MELB_SKIN	SIDM00175		
ACH-002097	CP66MEL_SKIN	SIDM00190		
ACH-002098	CP67MEL_SKIN	SIDM00189		
ACH-002099	CS1_BONE	SIDM00199		
ACH-002100	DJM1_SKIN	SIDM00281		
ACH-002101	EMCBAC1_LUNG	SIDM00048		
ACH-002102	EMCBAC2_LUNG	SIDM00047		
ACH-002103	ES1_BONE	SIDM00266		
ACH-002104	ES3_BONE	SIDM00265		
ACH-002105	ES4_BONE	SIDM00264		
ACH-002106	ES5_BONE	SIDM00263		
ACH-002107	ES6_BONE	SIDM00262		
ACH-002108	ES7_BONE	SIDM00269		
ACH-002109	ES8_BONE	SIDM00261		
ACH-002110	EW1_BONE	SIDM00205		
ACH-002111	EW11_BONE	SIDM00203		
ACH-002112	EW12_BONE	SIDM00200		
ACH-002113	EW13_BONE	SIDM00621		
ACH-002114	EW16_BONE	SIDM00198		
ACH-002115	EW18_BONE	SIDM00197		
ACH-002116	EW22_BONE	SIDM00196		
ACH-002117	EW24_BONE	SIDM00195		
ACH-002118	EW3_BONE	SIDM00202		
ACH-002119	EW7_BONE	SIDM00201		
ACH-002120	GAK_SKIN	SIDM00543		
ACH-002121	GMEL_SKIN	SIDM00129		
ACH-002122	GT3TKB_STOMACH	SIDM01231		
ACH-002123	H2369_PLEURA	SIDM00104		
ACH-002124	H2373_PLEURA	SIDM00103	NCIH2373_PLEURA	
ACH-002125	H2461_PLEURA	SIDM00102	NCIH2461_PLEURA	
ACH-002126	H2591_PLEURA	SIDM00101	NCIH2591_PLEURA	
ACH-002127	H2595_PLEURA	SIDM00100	NCIH2595_PLEURA	
ACH-002128	H2722_PLEURA	SIDM00099	NCIH2722_PLEURA	
ACH-002129	H2731_PLEURA	SIDM00098	NCIH2731_PLEURA	
ACH-002130	H2795_PLEURA	SIDM00154	NCIH2795_PLEURA	
ACH-002131	H2803_PLEURA	SIDM00309	NCIH2803_PLEURA	
ACH-002132	H2804_PLEURA	SIDM00310	NCIH2804_PLEURA	
ACH-002133	H2810_PLEURA	SIDM00311	NCIH2810_PLEURA	
ACH-002134	H2818_PLEURA	SIDM00520	NCIH2818_PLEURA	
ACH-002135	H2869_PLEURA	SIDM00519	NCIH2869_PLEURA	
ACH-002136	H290_PLEURA	SIDM00518		
ACH-002138	H513_LUNG			
ACH-002139	HA7RCC_KIDNEY	SIDM00188		
ACH-002140	HEY_OVARY	SIDM00968		
ACH-002141	HSC39_STOMACH	SIDM00045		
ACH-002142	HUO3N1_BONE	SIDM00584		
ACH-002143	ISTMEL1_SKIN	SIDM00225		
ACH-002144	ISTSL1_LUNG	SIDM00223		
ACH-002145	ISTSL2_LUNG	SIDM00230		
ACH-002146	JHOS3_OVARY	SIDM00304		
ACH-002147	K2_SKIN	SIDM00126		
ACH-002148	K5_THYROID	SIDM00056		
ACH-002149	KGN_OVARY	SIDM00302		
ACH-002150	LB1047RCC_KIDNEY	SIDM00187		
ACH-002151	LB2241RCC_KIDNEY	SIDM00186		
ACH-002152	LB2518MEL_SKIN	SIDM00185		
ACH-002153	LB373MELD_SKIN	SIDM00184		
ACH-002154	LB647SCLC_LUNG	SIDM00183		
ACH-002155	LB996RCC_KIDNEY	SIDM00180		
ACH-002156	LC1SQ_LUNG	SIDM00300		
ACH-002157	LC2AD_LUNG	SIDM00297		
ACH-002158	LU99A_LUNG	SIDM01219		
ACH-002159	M14_SKIN	SIDM00003		
ACH-002160	MCIXC_BONE	SIDM01246	MCIXC_AUTONOMIC_GANGLIA	
ACH-002161	MKN28_STOMACH	SIDM00260		
ACH-002162	MMACSF_SKIN	SIDM01242		
ACH-002163	MRKNU1_BREAST	SIDM00562		
ACH-002164	MZ1PC_PANCREAS	SIDM00053		
ACH-002165	MZ2MEL_SKIN	SIDM00179		
ACH-002166	MZ7MEL_SKIN	SIDM00516		
ACH-002167	NCC010_KIDNEY	SIDM00231		
ACH-002168	NCC021_KIDNEY	SIDM00232		
ACH-002169	NCIH1304_LUNG	SIDM00648		
ACH-002170	NCIH1688_LUNG	SIDM00792		
ACH-002171	NCIH250_LUNG	SIDM00721		
ACH-002172	NCIH322M_LUNG			
ACH-002173	NCIH378_LUNG	SIDM00915		
ACH-002174	NCIH720_LUNG	SIDM01120		
ACH-002175	NCIH740_LUNG	SIDM01118		
ACH-002176	NCIH748_LUNG	SIDM01117		
ACH-002177	NCIH835_LUNG	SIDM01133		
ACH-002178	NY_BONE	SIDM00569		
ACH-002179	OCUBM_BREAST	SIDM00241		
ACH-002180	OMC1_CERVIX	SIDM00240		
ACH-002181	OVCA420_OVARY	SIDM00967		
ACH-002182	OVCA433_OVARY	SIDM00966		
ACH-002183	OVMIU_OVARY	SIDM00465		
ACH-002184	PC3JPC3_LUNG	SIDM00361		
ACH-002185	PL18_PANCREAS	SIDM00054		
ACH-002186	PL4_PANCREAS	SIDM00042		
ACH-002187	RCCAB_KIDNEY	SIDM00821		
ACH-002188	RCCER_KIDNEY	SIDM00820		
ACH-002189	RCCFG2_KIDNEY	SIDM00819		
ACH-002190	RCCJF_KIDNEY	SIDM00818		
ACH-002191	RCCJW_KIDNEY	SIDM00817		
ACH-002192	RCCMF_KIDNEY	SIDM00816		
ACH-002193	RERFLCFM_LUNG	SIDM00357		
ACH-002194	RH1_BONE	SIDM00427	RH1_SOFT_TISSUE	
ACH-002195	RXF393_KIDNEY	SIDM00086		
ACH-002196	SBC1_LUNG	SIDM00365		
ACH-002197	SBC3_LUNG	SIDM00367		
ACH-002198	SCH_STOMACH	SIDM00383		
ACH-002199	SN12C_KIDNEY	SIDM00094		
ACH-002200	SW962_VULVA	SIDM01178		
ACH-002201	TCYIK_CERVIX	SIDM00234		
ACH-002202	TMK1_STOMACH	SIDM00040		
ACH-002204	UCH2_BONE	SIDM01185		
ACH-002205	WM1552C_SKIN	SIDM00976		
ACH-002206	WM278_SKIN	SIDM00975		
ACH-002207	WM35_SKIN	SIDM00974		
ACH-002208	YMB1E_BREAST	SIDM01261		
ACH-002209	ALLPO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00211		
ACH-002210	ARH77_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00900		
ACH-002211	BALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00287		
ACH-002212	BB30HNC_UPPER_AERODIGESTIVE_TRACT	SIDM00172		
ACH-002213	BB49HNC_UPPER_AERODIGESTIVE_TRACT	SIDM00174		
ACH-002214	BC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00896		
ACH-002215	BC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00895	BC3_PLEURA	
ACH-002216	BE13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM01245		
ACH-002217	BE2M17_AUTONOMIC_GANGLIA	SIDM01229		
ACH-002218	CESS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00917		
ACH-002219	COLO320HSR_LARGE_INTESTINE	SIDM00842		
ACH-002220	CROAP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00952		
ACH-002221	CTB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00283		
ACH-002222	CTV1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00951		
ACH-002223	D245MG_CENTRAL_NERVOUS_SYSTEM	SIDM01021		
ACH-002224	D247MG_CENTRAL_NERVOUS_SYSTEM	SIDM00622		
ACH-002225	D263MG_CENTRAL_NERVOUS_SYSTEM	SIDM00732		
ACH-002226	D336MG_CENTRAL_NERVOUS_SYSTEM	SIDM00620		
ACH-002227	D392MG_CENTRAL_NERVOUS_SYSTEM	SIDM00542		
ACH-002228	D423MG_CENTRAL_NERVOUS_SYSTEM	SIDM00209		
ACH-002229	D502MG_CENTRAL_NERVOUS_SYSTEM	SIDM00208		
ACH-002230	D542MG_CENTRAL_NERVOUS_SYSTEM	SIDM00207		
ACH-002231	D566MG_CENTRAL_NERVOUS_SYSTEM	SIDM00206		
ACH-002232	DG75_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00948		
ACH-002233	DIFI_LARGE_INTESTINE	SIDM00049		
ACH-002234	DOK_UPPER_AERODIGESTIVE_TRACT	SIDM00540		
ACH-002235	DSH1_URINARY_TRACT	SIDM00970		
ACH-002236	EB3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00793		
ACH-002237	ETK1_BILIARY_TRACT	SIDM00276		
ACH-002238	GRST_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM01259		
ACH-002239	H3118_UPPER_AERODIGESTIVE_TRACT	SIDM00517		
ACH-002240	H9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM01251		
ACH-002241	HAL01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00289		
ACH-002242	HC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM01073		
ACH-002243	HCE4_OESOPHAGUS	SIDM00052		
ACH-002244	HO1N1_UPPER_AERODIGESTIVE_TRACT	SIDM00592		
ACH-002245	HS445_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00668		
ACH-002246	HS633T_SOFT_TISSUE	SIDM00667		
ACH-002247	IM9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00632		
ACH-002248	IMR5_AUTONOMIC_GANGLIA	SIDM01206		
ACH-002249	JHU011_UPPER_AERODIGESTIVE_TRACT	SIDM00128		
ACH-002250	JHU022_UPPER_AERODIGESTIVE_TRACT	SIDM00127		
ACH-002251	JHU029_UPPER_AERODIGESTIVE_TRACT	SIDM00690		
ACH-002252	JIYOYEP2003_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00808		
ACH-002253	JSC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00688		
ACH-002254	KARPAS1106P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM01011		
ACH-002255	KARPAS231_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM01017		
ACH-002256	KARPAS45_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM01007		
ACH-002257	KINGS1_CENTRAL_NERVOUS_SYSTEM	SIDM00612		
ACH-002258	KMOE2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM01019		
ACH-002259	KNS81FD_CENTRAL_NERVOUS_SYSTEM	SIDM01210		
ACH-002260	KOSC2_UPPER_AERODIGESTIVE_TRACT	SIDM00603		
ACH-002261	KPNYS_AUTONOMIC_GANGLIA	SIDM00157		
ACH-002262	KY821_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00553		
ACH-002263	KYSE220_OESOPHAGUS	SIDM00551		
ACH-002264	KYSE50_OESOPHAGUS	SIDM00550		
ACH-002265	LB771HNC_UPPER_AERODIGESTIVE_TRACT	SIDM00182		
ACH-002266	LB831BLC_URINARY_TRACT	SIDM00181		
ACH-002267	LC41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00549		
ACH-002268	LN405_CENTRAL_NERVOUS_SYSTEM	SIDM00343		
ACH-002269	LNZTA3WT4_CENTRAL_NERVOUS_SYSTEM	SIDM01220		
ACH-002270	MCCAR_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00636		
ACH-002271	MFHINO_SOFT_TISSUE	SIDM00299		
ACH-002272	MHHPREB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00388		
ACH-002273	ML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00441		
ACH-002274	MLMA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00561		
ACH-002275	MN60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00438		
ACH-002276	MYM12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM01217		
ACH-002277	NBTU110_AUTONOMIC_GANGLIA	SIDM00579		
ACH-002278	NB10_AUTONOMIC_GANGLIA	SIDM00259		
ACH-002279	NB12_AUTONOMIC_GANGLIA	SIDM00258		
ACH-002280	NB13_AUTONOMIC_GANGLIA	SIDM00257		
ACH-002281	NB14_AUTONOMIC_GANGLIA	SIDM00256		
ACH-002282	NB17_AUTONOMIC_GANGLIA	SIDM00255		
ACH-002283	NB5_AUTONOMIC_GANGLIA	SIDM00254		
ACH-002284	NB6_AUTONOMIC_GANGLIA	SIDM00253		
ACH-002285	NB7_AUTONOMIC_GANGLIA	SIDM00156		
ACH-002286	NCIH128_LUNG	SIDM00650		
ACH-002287	NCIH630_LARGE_INTESTINE			
ACH-002288	NEC8_TESTIS	SIDM00243		
ACH-002289	NK92MI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM01201		
ACH-002290	NKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00576		
ACH-002291	NTERA2CLD1_TESTIS	SIDM01203		
ACH-002292	OACP4C_OESOPHAGUS	SIDM00445		
ACH-002293	P32ISH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00362		
ACH-002294	PCI15A_UPPER_AERODIGESTIVE_TRACT	SIDM00270		
ACH-002295	PCI30_UPPER_AERODIGESTIVE_TRACT	SIDM00044		
ACH-002296	PCI38_UPPER_AERODIGESTIVE_TRACT	SIDM00155		
ACH-002297	PCI4B_UPPER_AERODIGESTIVE_TRACT	SIDM00043		
ACH-002298	PCI6A_UPPER_AERODIGESTIVE_TRACT	SIDM00115		
ACH-002299	QIMRWIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00467		
ACH-002300	RAMOS2G64C10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM01247		
ACH-002301	RF48_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM01092	RF48_STOMACH	
ACH-002302	RPMI8866_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00482		
ACH-002303;ACH-002392	SCI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE;SC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00400		
ACH-002304	SKMG1_CENTRAL_NERVOUS_SYSTEM	SIDM00379		
ACH-002305	SKN3_UPPER_AERODIGESTIVE_TRACT	SIDM00375		
ACH-002306	STS0421_SOFT_TISSUE	SIDM00041		
ACH-002307	SUDHL16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00404		
ACH-002308	SUPB8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM01177		
ACH-002309	SW684_SOFT_TISSUE	SIDM01175		
ACH-002310	SW872_SOFT_TISSUE	SIDM01159		
ACH-002311	TE12_OESOPHAGUS	SIDM00023		
ACH-002312	TGBC24TKB_BILIARY_TRACT	SIDM00267		
ACH-002313	TK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00323		
